rut,topic,value,name
7685389,topic_1,20.121739130434822,Análisis financiero
7685389,topic_2,5.878260869565226,Gestión de proyectos
7685389,topic_3,0,Sistemas e informática
7685389,topic_4,2.9609626145584962e-47,Planificación estratégica
7685389,topic_5,0,Estrategia de negocios
link_3386,topic_1,8.76728822416254,Análisis financiero
link_3386,topic_2,0.03776340683186613,Gestión de proyectos
link_3386,topic_3,5.9022154366769314e-182,Sistemas e informática
link_3386,topic_4,17.19494836900558,Planificación estratégica
link_3386,topic_5,0,Estrategia de negocios
link_3876,topic_1,16.720000000000045,Análisis financiero
link_3876,topic_2,2.822857142857147,Gestión de proyectos
link_3876,topic_3,0,Sistemas e informática
link_3876,topic_4,18.457142857142813,Planificación estratégica
link_3876,topic_5,8.457194366497108e-175,Estrategia de negocios
link_4090,topic_1,0,Análisis financiero
link_4090,topic_2,23.046011934071277,Gestión de proyectos
link_4090,topic_3,0.9539880659287725,Sistemas e informática
link_4090,topic_4,0,Planificación estratégica
link_4090,topic_5,0,Estrategia de negocios
link_458,topic_1,0,Análisis financiero
link_458,topic_2,0,Gestión de proyectos
link_458,topic_3,1.6210070985776926e-19,Sistemas e informática
link_458,topic_4,18.99999999999997,Planificación estratégica
link_458,topic_5,2.2779893874828634e-92,Estrategia de negocios
link_4640,topic_1,0,Análisis financiero
link_4640,topic_2,1.793340165706709e-155,Gestión de proyectos
link_4640,topic_3,31.999999999999986,Sistemas e informática
link_4640,topic_4,0,Planificación estratégica
link_4640,topic_5,5e-324,Estrategia de negocios
link_4806,topic_1,0,Análisis financiero
link_4806,topic_2,0,Gestión de proyectos
link_4806,topic_3,9.999999999999996,Sistemas e informática
link_4806,topic_4,0,Planificación estratégica
link_4806,topic_5,0,Estrategia de negocios
link_5258,topic_1,0,Análisis financiero
link_5258,topic_2,23.310154859775867,Gestión de proyectos
link_5258,topic_3,0,Sistemas e informática
link_5258,topic_4,1.0399308145389738,Planificación estratégica
link_5258,topic_5,2.649914325685203,Estrategia de negocios
link_5530,topic_1,0,Análisis financiero
link_5530,topic_2,16.000000000000036,Gestión de proyectos
link_5530,topic_3,0,Sistemas e informática
link_5530,topic_4,0,Planificación estratégica
link_5530,topic_5,0,Estrategia de negocios
link_647,topic_1,1.416942048362989,Análisis financiero
link_647,topic_2,10.170519136431862,Gestión de proyectos
link_647,topic_3,0,Sistemas e informática
link_647,topic_4,26.41253881520514,Planificación estratégica
link_647,topic_5,6.220799782762093e-26,Estrategia de negocios
12003040,topic_1,0,Análisis financiero
12003040,topic_2,21.76904689782148,Gestión de proyectos
12003040,topic_3,1.8309521758085352,Sistemas e informática
12003040,topic_4,0,Planificación estratégica
12003040,topic_5,1.400000926370026,Estrategia de negocios
12400419,topic_1,27.602931817084272,Análisis financiero
12400419,topic_2,5.686262538925684e-12,Gestión de proyectos
12400419,topic_3,32.39706818291007,Sistemas e informática
12400419,topic_4,0,Planificación estratégica
12400419,topic_5,0,Estrategia de negocios
12455003,topic_1,1.3703949431037403,Análisis financiero
12455003,topic_2,22.629605056896306,Gestión de proyectos
12455003,topic_3,7.789451678990734e-179,Sistemas e informática
12455003,topic_4,0,Planificación estratégica
12455003,topic_5,0,Estrategia de negocios
12905628,topic_1,0,Análisis financiero
12905628,topic_2,1.3315106210022177e-248,Gestión de proyectos
12905628,topic_3,19.999999999999993,Sistemas e informática
12905628,topic_4,0,Planificación estratégica
12905628,topic_5,0,Estrategia de negocios
8848967,topic_1,0,Análisis financiero
8848967,topic_2,8.872415414545399e-301,Gestión de proyectos
8848967,topic_3,22.99999999999999,Sistemas e informática
8848967,topic_4,0,Planificación estratégica
8848967,topic_5,0,Estrategia de negocios
link_1340,topic_1,0,Análisis financiero
link_1340,topic_2,15.400000000000032,Gestión de proyectos
link_1340,topic_3,1.0000000000000038,Sistemas e informática
link_1340,topic_4,4.599999999999988,Planificación estratégica
link_1340,topic_5,0.9999999999999996,Estrategia de negocios
link_174,topic_1,0,Análisis financiero
link_174,topic_2,11.57837652585322,Gestión de proyectos
link_174,topic_3,0,Sistemas e informática
link_174,topic_4,0.4216234741468043,Planificación estratégica
link_174,topic_5,0,Estrategia de negocios
link_1759,topic_1,0,Análisis financiero
link_1759,topic_2,15.98635613174323,Gestión de proyectos
link_1759,topic_3,0,Sistemas e informática
link_1759,topic_4,4.052941820038583e-75,Planificación estratégica
link_1759,topic_5,0.013643868256806831,Estrategia de negocios
link_1778,topic_1,0,Análisis financiero
link_1778,topic_2,10.000000000000021,Gestión de proyectos
link_1778,topic_3,0,Sistemas e informática
link_1778,topic_4,0,Planificación estratégica
link_1778,topic_5,0,Estrategia de negocios
link_2317,topic_1,0,Análisis financiero
link_2317,topic_2,10.176095179566229,Gestión de proyectos
link_2317,topic_3,0,Sistemas e informática
link_2317,topic_4,0,Planificación estratégica
link_2317,topic_5,1.8239048204337887,Estrategia de negocios
link_2668,topic_1,11.600000000000021,Análisis financiero
link_2668,topic_2,0.4,Gestión de proyectos
link_2668,topic_3,0,Sistemas e informática
link_2668,topic_4,0,Planificación estratégica
link_2668,topic_5,0,Estrategia de negocios
link_333,topic_1,12.800000000000024,Análisis financiero
link_333,topic_2,0,Gestión de proyectos
link_333,topic_3,0,Sistemas e informática
link_333,topic_4,0.19999999999999857,Planificación estratégica
link_333,topic_5,0,Estrategia de negocios
link_357,topic_1,23.589718628706127,Análisis financiero
link_357,topic_2,4.745741248313504,Gestión de proyectos
link_357,topic_3,4.0245432609280806e-253,Sistemas e informática
link_357,topic_4,10.66454012298041,Planificación estratégica
link_357,topic_5,1.0226409092218366e-148,Estrategia de negocios
link_3620,topic_1,0,Análisis financiero
link_3620,topic_2,7.998861385698371,Gestión de proyectos
link_3620,topic_3,0.0022772286032833123,Sistemas e informática
link_3620,topic_4,0,Planificación estratégica
link_3620,topic_5,7.998861385698347,Estrategia de negocios
link_3768,topic_1,30.999999969484037,Análisis financiero
link_3768,topic_2,0,Gestión de proyectos
link_3768,topic_3,3.051601189882524e-8,Sistemas e informática
link_3768,topic_4,0,Planificación estratégica
link_3768,topic_5,0,Estrategia de negocios
link_4119,topic_1,8.200000000000015,Análisis financiero
link_4119,topic_2,6.800000000000012,Gestión de proyectos
link_4119,topic_3,0,Sistemas e informática
link_4119,topic_4,0,Planificación estratégica
link_4119,topic_5,0,Estrategia de negocios
link_4807,topic_1,2.7202871225090385e-47,Análisis financiero
link_4807,topic_2,19.75521695335953,Gestión de proyectos
link_4807,topic_3,8.244783046640514,Sistemas e informática
link_4807,topic_4,0,Planificación estratégica
link_4807,topic_5,0,Estrategia de negocios
link_5602,topic_1,0,Análisis financiero
link_5602,topic_2,24.00000000000005,Gestión de proyectos
link_5602,topic_3,0,Sistemas e informática
link_5602,topic_4,0,Planificación estratégica
link_5602,topic_5,5e-324,Estrategia de negocios
link_5611,topic_1,0,Análisis financiero
link_5611,topic_2,13.000000000000027,Gestión de proyectos
link_5611,topic_3,0,Sistemas e informática
link_5611,topic_4,0,Planificación estratégica
link_5611,topic_5,0,Estrategia de negocios
link_6362,topic_1,0,Análisis financiero
link_6362,topic_2,11.344760824800042,Gestión de proyectos
link_6362,topic_3,1.0891357887876793e-81,Sistemas e informática
link_6362,topic_4,2.6746322944629943,Planificación estratégica
link_6362,topic_5,7.980606880736963,Estrategia de negocios
link_6662,topic_1,8.000000000000018,Análisis financiero
link_6662,topic_2,0,Gestión de proyectos
link_6662,topic_3,0.9999999999999967,Sistemas e informática
link_6662,topic_4,0,Planificación estratégica
link_6662,topic_5,0,Estrategia de negocios
link_7173,topic_1,0,Análisis financiero
link_7173,topic_2,15.000000000000034,Gestión de proyectos
link_7173,topic_3,0,Sistemas e informática
link_7173,topic_4,0,Planificación estratégica
link_7173,topic_5,1.1583478081671282e-47,Estrategia de negocios
link_740,topic_1,0,Análisis financiero
link_740,topic_2,1.3855132387276197,Gestión de proyectos
link_740,topic_3,17.614486761272378,Sistemas e informática
link_740,topic_4,0,Planificación estratégica
link_740,topic_5,0,Estrategia de negocios
link_883,topic_1,21.78000000000003,Análisis financiero
link_883,topic_2,0.2200000000000005,Gestión de proyectos
link_883,topic_3,0,Sistemas e informática
link_883,topic_4,1.3197968239611985e-189,Planificación estratégica
link_883,topic_5,0,Estrategia de negocios
link_951,topic_1,21.26666666666671,Análisis financiero
link_951,topic_2,0,Gestión de proyectos
link_951,topic_3,5e-324,Sistemas e informática
link_951,topic_4,7.733333333333311,Planificación estratégica
link_951,topic_5,0,Estrategia de negocios
10579786,topic_1,1.2000000000000037,Análisis financiero
10579786,topic_2,8.400000000000015,Gestión de proyectos
10579786,topic_3,0,Sistemas e informática
10579786,topic_4,1.1999999999999962,Planificación estratégica
10579786,topic_5,1.1999999999999997,Estrategia de negocios
12404275,topic_1,0,Análisis financiero
12404275,topic_2,8.000000000000016,Gestión de proyectos
12404275,topic_3,0.800000000000001,Sistemas e informática
12404275,topic_4,0.7999999999999958,Planificación estratégica
12404275,topic_5,4.399999999999995,Estrategia de negocios
12834650,topic_1,0,Análisis financiero
12834650,topic_2,15.000000000000032,Gestión de proyectos
12834650,topic_3,0,Sistemas e informática
12834650,topic_4,2.0035172219477558e-30,Planificación estratégica
12834650,topic_5,0,Estrategia de negocios
12865434,topic_1,0,Análisis financiero
12865434,topic_2,6.800000000000012,Gestión de proyectos
12865434,topic_3,0,Sistemas e informática
12865434,topic_4,0,Planificación estratégica
12865434,topic_5,1.1999999999999986,Estrategia de negocios
13048297,topic_1,0,Análisis financiero
13048297,topic_2,16.153489155189156,Gestión de proyectos
13048297,topic_3,0,Sistemas e informática
13048297,topic_4,0,Planificación estratégica
13048297,topic_5,0.84651084481088,Estrategia de negocios
14045724,topic_1,0,Análisis financiero
14045724,topic_2,12.300087757973094,Gestión de proyectos
14045724,topic_3,5.309677221491036e-86,Sistemas e informática
14045724,topic_4,2.4174930739407793e-41,Planificación estratégica
14045724,topic_5,6.699912242026916,Estrategia de negocios
14352145,topic_1,0,Análisis financiero
14352145,topic_2,4.800000000000008,Gestión de proyectos
14352145,topic_3,0,Sistemas e informática
14352145,topic_4,0,Planificación estratégica
14352145,topic_5,6.199999999999988,Estrategia de negocios
15438446,topic_1,0,Análisis financiero
15438446,topic_2,0,Gestión de proyectos
15438446,topic_3,19.8,Sistemas e informática
15438446,topic_4,0.1999999999999942,Planificación estratégica
15438446,topic_5,0,Estrategia de negocios
15694722,topic_1,4.8983199244909645,Análisis financiero
15694722,topic_2,5.660306997198914,Gestión de proyectos
15694722,topic_3,0,Sistemas e informática
15694722,topic_4,13.441373078310122,Planificación estratégica
15694722,topic_5,0,Estrategia de negocios
15736851,topic_1,2.2268715494541427,Análisis financiero
15736851,topic_2,10.15521436090123,Gestión de proyectos
15736851,topic_3,0,Sistemas e informática
15736851,topic_4,0.6179140896446512,Planificación estratégica
15736851,topic_5,0,Estrategia de negocios
15992697,topic_1,12.00000000000002,Análisis financiero
15992697,topic_2,0,Gestión de proyectos
15992697,topic_3,0,Sistemas e informática
15992697,topic_4,0,Planificación estratégica
15992697,topic_5,0,Estrategia de negocios
16170844,topic_1,0.40000000000000113,Análisis financiero
16170844,topic_2,11.600000000000023,Gestión de proyectos
16170844,topic_3,0,Sistemas e informática
16170844,topic_4,0,Planificación estratégica
16170844,topic_5,0,Estrategia de negocios
17477435,topic_1,21.000000000000036,Análisis financiero
17477435,topic_2,0,Gestión de proyectos
17477435,topic_3,0,Sistemas e informática
17477435,topic_4,0,Planificación estratégica
17477435,topic_5,0,Estrategia de negocios
18079475,topic_1,2.6000000000000068,Análisis financiero
18079475,topic_2,0,Gestión de proyectos
18079475,topic_3,0,Sistemas e informática
18079475,topic_4,7.399999999999984,Planificación estratégica
18079475,topic_5,0.9999999999999996,Estrategia de negocios
9766027,topic_1,22.000000000000036,Análisis financiero
9766027,topic_2,2.56065568368e-313,Gestión de proyectos
9766027,topic_3,0,Sistemas e informática
9766027,topic_4,0,Planificación estratégica
9766027,topic_5,0,Estrategia de negocios
9841094,topic_1,4.2000000000000135,Análisis financiero
9841094,topic_2,6.000000000000012,Gestión de proyectos
9841094,topic_3,0,Sistemas e informática
9841094,topic_4,13.19999999999997,Planificación estratégica
9841094,topic_5,0.6000000000000011,Estrategia de negocios
link_1106,topic_1,0,Análisis financiero
link_1106,topic_2,6.6000000000000165,Gestión de proyectos
link_1106,topic_3,1.7999999999999972,Sistemas e informática
link_1106,topic_4,6.599999999999989,Planificación estratégica
link_1106,topic_5,0,Estrategia de negocios
link_115,topic_1,0,Análisis financiero
link_115,topic_2,11.40000000000002,Gestión de proyectos
link_115,topic_3,0.6000000000000028,Sistemas e informática
link_115,topic_4,0.5999999999999964,Planificación estratégica
link_115,topic_5,2.3999999999999972,Estrategia de negocios
link_1201,topic_1,0,Análisis financiero
link_1201,topic_2,1.9427615127318087,Gestión de proyectos
link_1201,topic_3,33.05723848726819,Sistemas e informática
link_1201,topic_4,0,Planificación estratégica
link_1201,topic_5,0,Estrategia de negocios
link_1209,topic_1,0,Análisis financiero
link_1209,topic_2,6.664664278546235,Gestión de proyectos
link_1209,topic_3,5.6882315168770005e-59,Sistemas e informática
link_1209,topic_4,0.021011512993992346,Planificación estratégica
link_1209,topic_5,13.314324208459757,Estrategia de negocios
link_1286,topic_1,6.600000000000015,Análisis financiero
link_1286,topic_2,0.20000000000000087,Gestión de proyectos
link_1286,topic_3,0,Sistemas e informática
link_1286,topic_4,8.199999999999982,Planificación estratégica
link_1286,topic_5,0,Estrategia de negocios
link_1372,topic_1,0,Análisis financiero
link_1372,topic_2,9.953581289668772,Gestión de proyectos
link_1372,topic_3,1.4464170314850984,Sistemas e informática
link_1372,topic_4,6.6000010073108495,Planificación estratégica
link_1372,topic_5,3.000000671535281,Estrategia de negocios
link_1426,topic_1,0,Análisis financiero
link_1426,topic_2,11.752464627549397,Gestión de proyectos
link_1426,topic_3,5.6828293027451755,Sistemas e informática
link_1426,topic_4,1.5647060697054476,Planificación estratégica
link_1426,topic_5,2.7113461513353313e-32,Estrategia de negocios
link_1605,topic_1,14.060606060606094,Análisis financiero
link_1605,topic_2,0,Gestión de proyectos
link_1605,topic_3,6.24807996257832e-84,Sistemas e informática
link_1605,topic_4,25.939393939393884,Planificación estratégica
link_1605,topic_5,1.3966830463495524e-210,Estrategia de negocios
link_1649,topic_1,0.800000000000003,Análisis financiero
link_1649,topic_2,8.000000000000016,Gestión de proyectos
link_1649,topic_3,0,Sistemas e informática
link_1649,topic_4,4.399999999999989,Planificación estratégica
link_1649,topic_5,0.8000000000000004,Estrategia de negocios
link_1653,topic_1,8.800000000000015,Análisis financiero
link_1653,topic_2,3.200000000000005,Gestión de proyectos
link_1653,topic_3,0,Sistemas e informática
link_1653,topic_4,0,Planificación estratégica
link_1653,topic_5,0,Estrategia de negocios
link_1685,topic_1,0,Análisis financiero
link_1685,topic_2,1.2000000000000028,Gestión de proyectos
link_1685,topic_3,1.199999999999999,Sistemas e informática
link_1685,topic_4,7.599999999999988,Planificación estratégica
link_1685,topic_5,0,Estrategia de negocios
link_1726,topic_1,12.150000000000023,Análisis financiero
link_1726,topic_2,5.8500000000000085,Gestión de proyectos
link_1726,topic_3,0,Sistemas e informática
link_1726,topic_4,9.623856239755473e-73,Planificación estratégica
link_1726,topic_5,0,Estrategia de negocios
link_1764,topic_1,5.066666666666679,Análisis financiero
link_1764,topic_2,13.93333333333336,Gestión de proyectos
link_1764,topic_3,0,Sistemas e informática
link_1764,topic_4,1.818295530569113e-34,Planificación estratégica
link_1764,topic_5,1.3890799467438347e-35,Estrategia de negocios
link_2231,topic_1,0,Análisis financiero
link_2231,topic_2,10.251240308079204,Gestión de proyectos
link_2231,topic_3,0.948759394573825,Sistemas e informática
link_2231,topic_4,0.8000002973469906,Planificación estratégica
link_2231,topic_5,0,Estrategia de negocios
link_2357,topic_1,0,Análisis financiero
link_2357,topic_2,0,Gestión de proyectos
link_2357,topic_3,0,Sistemas e informática
link_2357,topic_4,5.999999999999991,Planificación estratégica
link_2357,topic_5,0,Estrategia de negocios
link_2765,topic_1,8.800000000000018,Análisis financiero
link_2765,topic_2,0,Gestión de proyectos
link_2765,topic_3,0,Sistemas e informática
link_2765,topic_4,3.1999999999999917,Planificación estratégica
link_2765,topic_5,0,Estrategia de negocios
link_2803,topic_1,9.200000000000017,Análisis financiero
link_2803,topic_2,0,Gestión de proyectos
link_2803,topic_3,0,Sistemas e informática
link_2803,topic_4,0.7999999999999967,Planificación estratégica
link_2803,topic_5,0,Estrategia de negocios
link_2809,topic_1,0,Análisis financiero
link_2809,topic_2,11.121930036783056,Gestión de proyectos
link_2809,topic_3,10.87806996321696,Sistemas e informática
link_2809,topic_4,0,Planificación estratégica
link_2809,topic_5,5.341388576026275e-186,Estrategia de negocios
link_2949,topic_1,0,Análisis financiero
link_2949,topic_2,0,Gestión de proyectos
link_2949,topic_3,10.931585416681894,Sistemas e informática
link_2949,topic_4,0,Planificación estratégica
link_2949,topic_5,1.0684145833180982,Estrategia de negocios
link_3133,topic_1,0.21783726739431086,Análisis financiero
link_3133,topic_2,9.737566255105932,Gestión de proyectos
link_3133,topic_3,0,Sistemas e informática
link_3133,topic_4,0,Planificación estratégica
link_3133,topic_5,5.044596477499767,Estrategia de negocios
link_3440,topic_1,1.2000000000000037,Análisis financiero
link_3440,topic_2,7.6000000000000165,Gestión de proyectos
link_3440,topic_3,0,Sistemas e informática
link_3440,topic_4,1.1999999999999968,Planificación estratégica
link_3440,topic_5,0,Estrategia de negocios
link_3716,topic_1,0,Análisis financiero
link_3716,topic_2,24.000000000000046,Gestión de proyectos
link_3716,topic_3,1.1305354865476888e-163,Sistemas e informática
link_3716,topic_4,5.77364580430623e-190,Planificación estratégica
link_3716,topic_5,4.6570703206688016e-198,Estrategia de negocios
link_3774,topic_1,0,Análisis financiero
link_3774,topic_2,9.18202542333789,Gestión de proyectos
link_3774,topic_3,0,Sistemas e informática
link_3774,topic_4,0.8179745766621296,Planificación estratégica
link_3774,topic_5,0,Estrategia de negocios
link_3791,topic_1,0,Análisis financiero
link_3791,topic_2,13.081404800090695,Gestión de proyectos
link_3791,topic_3,0.518594720225013,Sistemas e informática
link_3791,topic_4,0,Planificación estratégica
link_3791,topic_5,0.4000004796843186,Estrategia de negocios
link_3830,topic_1,21.200000000000035,Análisis financiero
link_3830,topic_2,0.4000000000000008,Gestión de proyectos
link_3830,topic_3,0,Sistemas e informática
link_3830,topic_4,0.3999999999999976,Planificación estratégica
link_3830,topic_5,0,Estrategia de negocios
link_3971,topic_1,10.000000000000016,Análisis financiero
link_3971,topic_2,0,Gestión de proyectos
link_3971,topic_3,0,Sistemas e informática
link_3971,topic_4,0,Planificación estratégica
link_3971,topic_5,0,Estrategia de negocios
link_4012,topic_1,0,Análisis financiero
link_4012,topic_2,6.000000000000012,Gestión de proyectos
link_4012,topic_3,0,Sistemas e informática
link_4012,topic_4,0,Planificación estratégica
link_4012,topic_5,0,Estrategia de negocios
link_4064,topic_1,25.00000000000004,Análisis financiero
link_4064,topic_2,1.685198935272404e-124,Gestión de proyectos
link_4064,topic_3,0,Sistemas e informática
link_4064,topic_4,0,Planificación estratégica
link_4064,topic_5,0,Estrategia de negocios
link_4260,topic_1,0,Análisis financiero
link_4260,topic_2,0,Gestión de proyectos
link_4260,topic_3,11.999999999999993,Sistemas e informática
link_4260,topic_4,0,Planificación estratégica
link_4260,topic_5,0,Estrategia de negocios
link_4261,topic_1,0,Análisis financiero
link_4261,topic_2,10.353580832034744,Gestión de proyectos
link_4261,topic_3,1.8464181579441963,Sistemas e informática
link_4261,topic_4,3.4000005050105293,Planificación estratégica
link_4261,topic_5,3.4000005050105364,Estrategia de negocios
link_4319,topic_1,0,Análisis financiero
link_4319,topic_2,9.200008539980944,Gestión de proyectos
link_4319,topic_3,5.600006258139364,Sistemas e informática
link_4319,topic_4,9.471830557006133,Planificación estratégica
link_4319,topic_5,1.7281546448735596,Estrategia de negocios
link_462,topic_1,6.000000000000009,Análisis financiero
link_462,topic_2,0,Gestión de proyectos
link_462,topic_3,0,Sistemas e informática
link_462,topic_4,0,Planificación estratégica
link_462,topic_5,0,Estrategia de negocios
link_4767,topic_1,0,Análisis financiero
link_4767,topic_2,0.1999999999999979,Gestión de proyectos
link_4767,topic_3,12.8,Sistemas e informática
link_4767,topic_4,0,Planificación estratégica
link_4767,topic_5,0,Estrategia de negocios
link_4893,topic_1,0,Análisis financiero
link_4893,topic_2,0,Gestión de proyectos
link_4893,topic_3,15.999999999999993,Sistemas e informática
link_4893,topic_4,0,Planificación estratégica
link_4893,topic_5,0,Estrategia de negocios
link_5525,topic_1,0,Análisis financiero
link_5525,topic_2,8.000000000000018,Gestión de proyectos
link_5525,topic_3,0,Sistemas e informática
link_5525,topic_4,0,Planificación estratégica
link_5525,topic_5,0,Estrategia de negocios
link_5640,topic_1,0,Análisis financiero
link_5640,topic_2,15.800000000000036,Gestión de proyectos
link_5640,topic_3,0,Sistemas e informática
link_5640,topic_4,3.1999999999999935,Planificación estratégica
link_5640,topic_5,0,Estrategia de negocios
link_5997,topic_1,0,Análisis financiero
link_5997,topic_2,45.000000000000085,Gestión de proyectos
link_5997,topic_3,0,Sistemas e informática
link_5997,topic_4,0,Planificación estratégica
link_5997,topic_5,0,Estrategia de negocios
link_6084,topic_1,0,Análisis financiero
link_6084,topic_2,16.000000000000036,Gestión de proyectos
link_6084,topic_3,0,Sistemas e informática
link_6084,topic_4,0,Planificación estratégica
link_6084,topic_5,0,Estrategia de negocios
link_6386,topic_1,0,Análisis financiero
link_6386,topic_2,7.600000000000015,Gestión de proyectos
link_6386,topic_3,0,Sistemas e informática
link_6386,topic_4,1.1999999999999968,Planificación estratégica
link_6386,topic_5,1.1999999999999997,Estrategia de negocios
link_688,topic_1,4.40000000000001,Análisis financiero
link_688,topic_2,8.400000000000015,Gestión de proyectos
link_688,topic_3,0.40000000000000563,Sistemas e informática
link_688,topic_4,4.399999999999986,Planificación estratégica
link_688,topic_5,0.3999999999999997,Estrategia de negocios
link_7184,topic_1,0,Análisis financiero
link_7184,topic_2,14.00000000000003,Gestión de proyectos
link_7184,topic_3,5.979545831480839e-35,Sistemas e informática
link_7184,topic_4,0,Planificación estratégica
link_7184,topic_5,0,Estrategia de negocios
link_7204,topic_1,0,Análisis financiero
link_7204,topic_2,0,Gestión de proyectos
link_7204,topic_3,15.999999999999993,Sistemas e informática
link_7204,topic_4,0,Planificación estratégica
link_7204,topic_5,0,Estrategia de negocios
link_757,topic_1,5.400000000000011,Análisis financiero
link_757,topic_2,7.000000000000013,Gestión de proyectos
link_757,topic_3,0,Sistemas e informática
link_757,topic_4,0.5999999999999973,Planificación estratégica
link_757,topic_5,0,Estrategia de negocios
link_993,topic_1,14.000000000000027,Análisis financiero
link_993,topic_2,1.2000000000000015,Gestión de proyectos
link_993,topic_3,0,Sistemas e informática
link_993,topic_4,2.799999999999992,Planificación estratégica
link_993,topic_5,0,Estrategia de negocios
12348299,topic_1,0,Análisis financiero
12348299,topic_2,20.00000000000004,Gestión de proyectos
12348299,topic_3,2.0905321134056557e-129,Sistemas e informática
